count	callee	no_raw	defs	def
3	do_in_runtimepath_cb	0	1	crates/nvim/src/spell/lang.rs
3	draw_virt_text_item	1	1	crates/nvim/src/drawline/virttext.rs
3	dump_word	0	1	crates/nvim/src/spell/dump.rs
3	enc_locale	0	1	crates/nvim/src/mbyte/encoding/mod.rs
3	entry_states	0	1	crates/nvim/src/syntax/stack.rs
3	eval7	0	1	crates/nvim/src/eval/expr/level.rs
3	eval_expr	0	1	crates/nvim/src/eval/entry.rs
3	eval_fname_sid	0	1	crates/nvim/src/eval/userfunc/name.rs
3	eval_option	0	1	crates/nvim/src/eval/expr/literal.rs
3	eval_to_string_safe	0	1	crates/nvim/src/eval/entry.rs
3	ex_let_one	0	1	crates/nvim/src/eval/vars/assign.rs
3	ex_tag_cmd	0	1	crates/nvim/src/ex_docmd/tags.rs
3	expand_env_save_opt	0	1	crates/nvim/src/os/env/expand.rs
3	expand_from_context	0	1	crates/nvim/src/cmdexpand/fromcontext.rs
3	expand_generic	0	1	crates/nvim/src/cmdexpand/fromcontext.rs
3	expand_old_setting	0	1	crates/nvim/src/option/expand.rs
3	expand_tag_fname	0	1	crates/nvim/src/tag/tagfile.rs
3	fdopen	0	0	
3	file_close	0	1	crates/nvim/src/os/fileio.rs
3	file_eof	0	1	crates/nvim/src/shada/file.rs
3	file_flush	0	1	crates/nvim/src/os/fileio.rs
3	file_name_at_cursor	0	1	crates/nvim/src/file_search/cursor.rs
3	file_read	0	1	crates/nvim/src/os/fileio.rs
3	find_bucket	0	2	
3	find_cmdline_var	0	1	crates/nvim/src/ex_docmd/filename.rs
3	find_dup_item	0	1	crates/nvim/src/option/defaults.rs
3	find_file_in_path_option	0	1	crates/nvim/src/file_search/resolve.rs
3	find_file_name_in_path	0	1	crates/nvim/src/file_search/cursor.rs
3	find_key_item	0	1	crates/nvim/src/option/stropt.rs
3	find_mut	0	2	
3	find_special_key	0	1	crates/nvim/src/keycodes/mod.rs
3	find_var_ht_dict	0	1	crates/nvim/src/eval/vars/lookup.rs
3	finish_tv2	0	1	crates/nvim/src/eval/encode/mod.rs
3	fm_getname	0	1	crates/nvim/src/mark/show.rs
3	fname2fnum	0	1	crates/nvim/src/mark/mod.rs
3	fold_merge	1	1	crates/nvim/src/fold/adjust.rs
3	fold_more	1	1	crates/nvim/src/spell/lookup.rs
3	fold_reverse_order	1	1	crates/nvim/src/fold/adjust.rs
3	fold_split	1	1	crates/nvim/src/fold/adjust.rs
3	fopen	0	0	
3	format_typeof	0	1	crates/nvim/src/strings/printf/spec.rs
3	fragment_bytes	1	2	
3	free_cptext	0	1	crates/nvim/src/insexpand/matchlist.rs
3	free_msglist	0	1	crates/nvim/src/ex_eval/exception.rs
3	func_clear_free	0	1	crates/nvim/src/eval/userfunc/funccall.rs
3	func_do_profile	0	1	crates/nvim/src/profile/mod.rs
3	func_name_refcount	0	1	crates/nvim/src/eval/userfunc/name.rs
3	func_ptr_unref	0	1	crates/nvim/src/eval/userfunc/funccall.rs
3	ga_concat_shorten_esc	0	1	crates/nvim/src/testing/report.rs
3	gen_expand_wildcards_and_cb	0	1	crates/nvim/src/runtime/search.rs
3	get	0	8	
3	get_env_len	0	1	crates/nvim/src/eval/name.rs
3	get_errorlist	0	1	crates/nvim/src/quickfix/getprops.rs
3	get_expr_line	0	1	crates/nvim/src/register/special.rs
3	get_func_tv	0	1	crates/nvim/src/eval/userfunc/dispatch.rs
3	get_function_args	0	1	crates/nvim/src/eval/userfunc/args.rs
3	get_highlight_name_ext	0	1	crates/nvim/src/highlight_group/list.rs
3	get_id_len	0	1	crates/nvim/src/eval/name.rs
3	get_line_and_copy	0	1	crates/nvim/src/search/includes.rs
3	get_option_from	0	1	crates/nvim/src/api/deprecated/options.rs
3	get_past_head	0	1	crates/nvim/src/path/names.rs
3	get_patterns_from_pattern_or_buf	0	1	crates/nvim/src/api/autocmd/pattern.rs
3	get_reg_type	0	1	crates/nvim/src/register/contents.rs
3	get_reg_wrap_one_line	0	1	crates/nvim/src/register/contents.rs
3	get_special_key_code	0	1	crates/nvim/src/keycodes/mod.rs
3	get_userdefined_compl_info	0	1	crates/nvim/src/insexpand/session.rs
3	get_var_from	0	1	crates/nvim/src/eval/vars/scoped.rs
3	get_varp_from	1	1	crates/nvim/src/option/scope.rs
3	get_visual_text	0	1	crates/nvim/src/normal/visual.rs
3	getc	0	0	
3	getdigits_int32	0	1	crates/nvim/src/charset/walk.rs
3	getline	0	0	
3	getvcol_nolist	0	1	crates/nvim/src/plines/vcol.rs
3	getvpos	0	0	
3	getwhitecols	0	1	crates/nvim/src/charset/walk.rs
3	handle_defer_one	0	1	crates/nvim/src/eval/userfunc/ret.rs
3	has_autocmd	0	1	crates/nvim/src/autocmd/listing.rs
3	has_sound_tree	0	1	crates/nvim/src/spellsuggest/soundalike.rs
3	hash_set_key	0	1	crates/nvim/src/hashtab.rs
3	hl_combine_attr	0	0	
3	id_list_has	0	1	crates/nvim/src/syntax/options.rs
3	ins_compl_add_infercase	0	1	crates/nvim/src/insexpand/text.rs
3	ins_compl_add_list	0	1	crates/nvim/src/insexpand/vimscript.rs
3	ins_compl_free	1	1	crates/nvim/src/insexpand/matchlist.rs
3	insert_reg	0	1	crates/nvim/src/register/exec.rs
3	is_luafunc	0	1	crates/nvim/src/eval/name.rs
3	is_unique	0	1	crates/nvim/src/path/unique.rs
3	job_callback	0	1	crates/nvim/src/eval/provider.rs
3	jump_to_mouse	0	1	crates/nvim/src/mouse/jump.rs
3	key_to_entry	0	1	crates/nvim/src/syntax/keyword.rs
3	lang_is	0	1	crates/nvim/src/tag/scan.rs
3	list_number	0	1	crates/nvim/src/search/stat.rs
3	list_still_current	0	1	crates/nvim/src/quickfix/jump.rs
3	load_current_state	0	1	crates/nvim/src/syntax/stack.rs
3	log_call	0	1	crates/nvim/src/msgpack_rpc/channel/trace.rs
3	lseek	0	0	
3	lua_checkstack	0	0	
3	lua_getfield	0	0	
3	lua_next	0	0	
3	lua_settop	0	0	
3	lua_tolstring	0	0	
3	lua_tonumber	0	0	
3	lua_touserdata	0	0	
3	make_expanded_name	0	1	crates/nvim/src/eval/name.rs
3	make_percent_swname	0	1	crates/nvim/src/memline/swapname.rs
3	map_to_exists_mode	0	1	crates/nvim/src/mapping/table.rs
3	mark_cb	0	1	crates/nvim/src/eval/collect.rs
3	mark_line	0	1	crates/nvim/src/mark/show.rs
3	mark_mb_adjustpos	0	1	crates/nvim/src/mark/mod.rs
3	mark_quickfix_ctx	0	1	crates/nvim/src/quickfix/eval.rs
3	mark_quickfix_user_data	0	1	crates/nvim/src/quickfix/eval.rs
3	marktree_free_node	0	1	crates/nvim/src/marktree/node.rs
3	match_file_pat	0	1	crates/nvim/src/fileio/names.rs
3	matches_of	0	1	crates/nvim/src/cmdexpand/expandone.rs
3	may_call_simple_func	0	1	crates/nvim/src/eval/expr/level.rs
3	mb_adjust_opend	0	1	crates/nvim/src/ops/delete.rs
3	merge_win_config	0	1	crates/nvim/src/window/config.rs
3	mf_close	0	1	crates/nvim/src/memfile/mod.rs
3	mf_need_trans	0	1	crates/nvim/src/memfile/swapfile.rs
3	mf_new	0	1	crates/nvim/src/memfile/mod.rs
3	ml_get_buf_impl	0	1	crates/nvim/src/memline/tree.rs
3	ml_lineadd_depth	1	1	crates/nvim/src/memline/tree.rs
3	modify_keymap	0	1	crates/nvim/src/mapping/mapset.rs
3	mpack_parse	0	1	crates/nvim/src/mpack/object.rs
3	mpack_read	0	1	crates/nvim/src/mpack/mpack_core.rs
3	msg_hist_add_multihl	0	1	crates/nvim/src/message/history.rs
3	msg_strtrunc	0	1	crates/nvim/src/message/mod.rs
3	msg_trunc	0	1	crates/nvim/src/message/mod.rs
3	name_object	0	1	crates/nvim/src/highlight/mod.rs
3	nested_list	0	1	crates/nvim/src/eval/funcs/regexp.rs
3	next_search_hl	0	1	crates/nvim/src/match/searchhl.rs
3	nlua_call_ref_ctx	0	1	crates/nvim/src/lua/executor/exec.rs
3	nlua_exec_file	0	1	crates/nvim/src/lua/executor/excmds.rs
3	nlua_funcref_str	0	1	crates/nvim/src/lua/executor/callable.rs
3	nlua_pop_dict	0	1	crates/nvim/src/lua/converter/pop.rs
3	node_of_digest_key	0	1	crates/nvim/src/spellfile/wordtree.rs
3	nv_mark_move_to	0	1	crates/nvim/src/normal/search.rs
3	nv_screengo	0	1	crates/nvim/src/normal/motion.rs
3	nvim_buf_get_commands	0	1	crates/nvim/src/api/command/user.rs
3	nvim_echo	0	1	crates/nvim/src/api/vim/echo.rs
3	nvim_exec_lua	0	1	crates/nvim/src/api/vim/runtime.rs
3	nvim_get_hl_by_id	1	1	crates/nvim/src/api/deprecated/highlight.rs
3	nvim_get_runtime_file	0	1	crates/nvim/src/api/vim/runtime.rs
3	nvim_paste	0	1	crates/nvim/src/api/vim/paste.rs
3	onecap_copy	0	1	crates/nvim/src/spell/chartab.rs
3	op_char	0	1	crates/nvim/src/eval/vars/assign.rs
3	op_delete	0	1	crates/nvim/src/ops/delete.rs
3	op_format	0	1	crates/nvim/src/textformat/lines.rs
3	option_expand	0	1	crates/nvim/src/option/expand.rs
3	option_target	0	1	crates/nvim/src/api/options.rs
3	optval_is_default	1	1	crates/nvim/src/option/value.rs
3	os_expand_wildcards	0	1	crates/nvim/src/os/shell/expand.rs
3	os_fchown	1	1	crates/nvim/src/os/fs/meta.rs
3	os_fileid_equal	0	1	crates/nvim/src/os/fs/meta.rs
3	os_fileinfo_hardlinks	0	1	crates/nvim/src/os/fs/meta.rs
3	os_fileinfo_inode	0	1	crates/nvim/src/os/fs/meta.rs
3	os_free_fullenv	0	1	crates/nvim/src/os/env/mod.rs
3	os_get_hostname	0	1	crates/nvim/src/os/env/mod.rs
3	os_get_username	0	1	crates/nvim/src/os/users.rs
3	os_scandir_next	0	1	crates/nvim/src/os/fs/dir.rs
3	os_set_cloexec	1	1	crates/nvim/src/os/fs/mod.rs
3	os_stat	0	1	crates/nvim/src/os/fs/meta.rs
3	owned	0	1	crates/nvim/src/option/defaults.rs
3	packer_buffer_finish	1	1	crates/nvim/src/msgpack_rpc/channel/envelope.rs
3	packer_buffer_init	0	1	crates/nvim/src/msgpack_rpc/channel/envelope.rs
3	parse_compl_arg	0	1	crates/nvim/src/usercmd/attr.rs
3	parse_isopt	0	1	crates/nvim/src/charset/mod.rs
3	parse_winborder	0	1	crates/nvim/src/api/win_config/border.rs
3	parse_winhl_opt	0	1	crates/nvim/src/option/check.rs
3	partial_unref	0	1	crates/nvim/src/eval/expr/call.rs
3	pat_has_uppercase	0	1	crates/nvim/src/search/pattern.rs
3	path_is_url	0	0	
3	path_tail_with_sep	0	1	crates/nvim/src/path/names.rs
3	place	0	1	crates/nvim/src/option/stropt.rs
3	prepare_call	0	1	crates/nvim/src/api/ui/packer.rs
3	preserve_exit	0	1	crates/nvim/src/startup/exit.rs
3	proc_free	0	1	crates/nvim/src/event/proc.rs
3	proc_wait	0	1	crates/nvim/src/event/proc.rs
3	provider_fn	0	1	crates/nvim/src/eval/provider.rs
3	pty_proc_close_master	0	1	crates/nvim/src/os/pty_proc_unix/mod.rs
3	pum_get_item	0	1	crates/nvim/src/popupmenu/draw.rs
3	push_keydict	0	1	crates/nvim/src/lua/api_wrappers/mod.rs
3	put_eol_unchecked	0	1	crates/nvim/src/ex_session/mod.rs
3	put_escstr	0	1	crates/nvim/src/mapping/session.rs
3	qf_init	0	1	crates/nvim/src/quickfix/read.rs
3	qf_list_changed	0	1	crates/nvim/src/quickfix/list.rs
3	qf_list_has_valid_entries	0	1	crates/nvim/src/quickfix/list.rs
3	qf_msg	0	1	crates/nvim/src/quickfix/display.rs
3	qf_store_title	0	1	crates/nvim/src/quickfix/read.rs
3	queue_remove	0	1	crates/nvim/src/eval/typval/access.rs
3	read	0	5	
3	read_eintr	0	1	crates/nvim/src/fileio/mod.rs
3	read_uint64	0	1	crates/nvim/src/shada/unpack.rs
3	read_word	0	1	crates/nvim/src/fileio/convert.rs
3	readlink	0	0	
3	reg_empty	0	1	crates/nvim/src/register/store.rs
3	regcomp	0	0	
3	regexec_at	0	1	crates/nvim/src/ex_cmds/subst/exec.rs
3	remove_key_item	0	1	crates/nvim/src/option/stropt.rs
3	rename_buffer	0	1	crates/nvim/src/ex_cmds/write.rs
3	report_if_verbose	0	1	crates/nvim/src/ex_eval/exception.rs
3	resolve_symlink	0	1	crates/nvim/src/memline/swapname.rs
3	restore_start_dir	0	1	crates/nvim/src/quickfix/dummy.rs
3	restore_typeahead	0	1	crates/nvim/src/getchar/typeahead.rs
3	reverse_text	0	1	crates/nvim/src/strings/mod.rs
3	rstream_init	0	1	crates/nvim/src/event/rstream.rs
3	runtime_search_path_free	1	1	crates/nvim/src/runtime/cache.rs
3	save_re_pat	0	1	crates/nvim/src/search/pattern.rs
3	save_typeahead	0	1	crates/nvim/src/getchar/typeahead.rs
3	scan_progress	0	1	crates/nvim/src/insexpand/getexp.rs
3	schar_from_str	0	1	crates/nvim/src/grid/schar.rs
3	scopes_of	0	1	crates/nvim/src/eval/userfunc/funccall.rs
3	screengrid_line_start	0	0	
3	script_host_eval	0	1	crates/nvim/src/eval/provider.rs
3	server_start	0	1	crates/nvim/src/msgpack_rpc/server.rs
3	ses_put_fname	0	1	crates/nvim/src/ex_session/mod.rs
3	set_context_for_wildcard_arg	0	1	crates/nvim/src/cmdexpand/context.rs
3	set_context_in_menu_cmd	0	1	crates/nvim/src/menu/complete.rs
3	set_context_in_set_cmd	0	1	crates/nvim/src/option/expand.rs
3	set_expand_context	0	1	crates/nvim/src/cmdexpand/context.rs
3	set_option_to	0	1	crates/nvim/src/api/deprecated/options.rs
3	set_option_value_handle_tty	0	1	crates/nvim/src/option/set.rs
3	set_ref_in_func	0	1	crates/nvim/src/eval/userfunc/funccall.rs
3	set_ref_in_funccal	0	1	crates/nvim/src/eval/userfunc/funccall.rs
3	set_ref_in_ht	0	1	crates/nvim/src/eval/collect.rs
3	set_scoped_var	0	1	crates/nvim/src/eval/vars/scoped.rs
3	set_var_lval	0	1	crates/nvim/src/eval/lval/assign.rs
3	set_vim_var_strings	0	1	crates/nvim/src/eval/vars/external.rs
3	setmark_pos	0	1	crates/nvim/src/mark/mod.rs
3	shada_pack_pfreed_entry	0	1	crates/nvim/src/shada/pack.rs
3	shada_removable	0	1	crates/nvim/src/shada/file.rs
3	sign_find	0	1	crates/nvim/src/sign/store.rs
3	skip_comment	0	1	crates/nvim/src/ops/join.rs
3	skip_luafunc_name	0	1	crates/nvim/src/eval/name.rs
3	skip_range	0	1	crates/nvim/src/ex_docmd/address.rs
3	skip_to_option_part	0	1	crates/nvim/src/option/query.rs
3	skip_var_list	0	1	crates/nvim/src/eval/vars/assign.rs
3	slang_clear	0	1	crates/nvim/src/spell/slang.rs
3	slang_free	0	1	crates/nvim/src/spell/slang.rs
3	socket_watcher_close	0	1	crates/nvim/src/event/socket/mod.rs
3	source_matching	0	1	crates/nvim/src/runtime/search.rs
3	stacktrace_push_item	0	1	crates/nvim/src/runtime/estack.rs
3	state_no_longer_safe	0	1	crates/nvim/src/state.rs
3	step	0	0	
3	step_char	0	1	crates/nvim/src/eval/name.rs
3	store_word	0	1	crates/nvim/src/spellfile/wordtree.rs
3	stp_sal_score	0	1	crates/nvim/src/spellsuggest/score.rs
3	str2special_save	0	1	crates/nvim/src/message/outtrans.rs
3	strchrsub	0	1	crates/nvim/src/memory/mod.rs
3	string2float	0	1	crates/nvim/src/eval/expr/literal.rs
3	strip_caret_numbers_in_place	0	1	crates/nvim/src/insexpand/text.rs
3	strpbrk	0	0	
3	strtod	0	0	
3	strtol	0	0	
3	swapchars	0	1	crates/nvim/src/ops/case.rs
3	syn_current_attr	0	1	crates/nvim/src/syntax/attr.rs
3	syn_stack_free_entry	0	1	crates/nvim/src/syntax/stack.rs
3	syntax_clear	0	1	crates/nvim/src/syntax/clear.rs
3	tag_full_fname	0	1	crates/nvim/src/tag/jump.rs
3	take_char_class	0	1	crates/nvim/src/regexp/chars.rs
3	take_matches	0	1	crates/nvim/src/runtime/expand.rs
3	take_pending	0	1	crates/nvim/src/shada/merge.rs
3	terminal_close	0	1	crates/nvim/src/terminal/mod.rs
3	terminal_live	0	1	crates/nvim/src/eval/funcs/job.rs
3	textpos2screenpos	0	1	crates/nvim/src/move/columns.rs
3	throw_exception	0	1	crates/nvim/src/ex_eval/exception.rs
3	time_watcher_init	0	1	crates/nvim/src/event/time.rs
3	tolower	0	0	
3	trans_characters	0	1	crates/nvim/src/charset/display.rs
3	trans_special	0	1	crates/nvim/src/keycodes/mod.rs
3	transstr	0	1	crates/nvim/src/charset/display.rs
3	tree_add_word	0	1	crates/nvim/src/spellfile/wordtree.rs
3	try_getdigits	0	1	crates/nvim/src/charset/walk.rs
3	try_to_free_memory	1	1	crates/nvim/src/memory/mod.rs
3	tv_dict_free_contents	0	1	crates/nvim/src/eval/typval/dict.rs
3	tv_dict_watcher_free	0	1	crates/nvim/src/eval/typval/watcher.rs
3	tv_is_luafunc	0	0	
3	u_compute_hash	0	1	crates/nvim/src/undo/file.rs
3	u_freeentry	0	1	crates/nvim/src/undo/tree.rs
3	u_freeheader	0	1	crates/nvim/src/undo/tree.rs
3	u_read_undo	0	1	crates/nvim/src/undo/read.rs
3	u_write_undo	0	1	crates/nvim/src/undo/write.rs
3	ui_comp_put_grid	0	1	crates/nvim/src/ui_compositor/mod.rs
3	ui_line	1	1	crates/nvim/src/ui/mod.rs
3	undo_fmt_time	0	1	crates/nvim/src/undo/mod.rs
3	undo_read_2c	0	1	crates/nvim/src/undo/file.rs
3	undo_read_byte	0	1	crates/nvim/src/undo/file.rs
3	unpack_string_or_array	0	1	crates/nvim/src/api/autocmd/pattern.rs
3	user_func_error	0	1	crates/nvim/src/eval/userfunc/call.rs
3	utf_class_tab	0	1	crates/nvim/src/mbyte/class.rs
3	utf_strnicmp	0	1	crates/nvim/src/mbyte/case.rs
3	uv_fs_access	0	0	
3	uv_mutex_lock	0	0	
3	uv_mutex_unlock	0	0	
3	uv_pipe_init	0	0	
3	uv_timer_stop	0	0	
3	var_check_fixed	0	1	crates/nvim/src/eval/vars/store.rs
3	var_wrong_func_name	0	1	crates/nvim/src/eval/vars/store.rs
3	verbose_exception	0	1	crates/nvim/src/ex_eval/exception.rs
3	vim_env_iter	0	1	crates/nvim/src/os/env/dirs.rs
3	vim_is_ident_char	0	0	
3	vim_iswordc_tab	0	1	crates/nvim/src/charset/mod.rs
3	vim_regexec_string	0	1	crates/nvim/src/regexp/api.rs
3	vterm_get_size	0	1	crates/nvim/src/vterm/vterm.rs
3	vterm_push_output_bytes	0	1	crates/nvim/src/vterm/vterm.rs
3	walk	0	3	
3	win_line	0	1	crates/nvim/src/drawline/mod.rs
3	write_digest	0	1	crates/nvim/src/spellfile/wordtree.rs
3	write_reg_contents_ex	0	1	crates/nvim/src/register/contents.rs
3	write_rendered	0	1	crates/nvim/src/charset/display.rs
3	wstream_write	0	1	crates/nvim/src/event/wstream.rs
3	xstpcpy	0	1	crates/nvim/src/memory/mod.rs
3	xstrchrnul	0	1	crates/nvim/src/memory/mod.rs
3	xstrndup	0	1	crates/nvim/src/memory/mod.rs
2	.add_allocated_str	0	1	crates/nvim/src/eval/typval/dict.rs
2	.append_number	0	1	crates/nvim/src/cjson/lua_cjson/encode.rs
2	.append_string	0	1	crates/nvim/src/cjson/lua_cjson/encode.rs
2	.assume_init	0	0	
2	.bit_copy	1	1	crates/nvim/src/eval/typval/access.rs
2	.byte	1	1	crates/nvim/src/winlayer.rs
2	.char_at	1	1	crates/nvim/src/eval/encode/mod.rs
2	.color_col_attr	1	1	crates/nvim/src/drawline/state.rs
2	.conv_bool	0	0	
2	.conv_dict_start	0	0	
2	.conv_float	0	0	
2	.conv_func_before_args	0	0	
2	.conv_func_end	0	0	
2	.conv_func_start	0	7	
2	.conv_list_start	0	0	
2	.conv_nil	0	0	
2	.conv_number	0	0	
2	.conv_str_string	0	3	
2	.conv_string	0	7	
2	.convert	0	182	
2	.emit	0	1	crates/nvim/src/popupmenu/draw.rs
2	.ended	1	1	crates/nvim/src/winlayer.rs
2	.enter	0	1	crates/nvim/src/option/context.rs
2	.finish	0	1	crates/nvim/src/optionstr/expand.rs
2	.has_flag	1	1	crates/nvim/src/textformat/para.rs
2	.has_more_inline_virt	0	0	
2	.into_vec	1	1	crates/nvim/src/runtime/cache.rs
2	.invoke	0	1	crates/nvim/src/runtime/search.rs
2	.invoke_one	0	1	crates/nvim/src/runtime/search.rs
2	.len_at	1	1	crates/nvim/src/eval/encode/mod.rs
2	.move_linerest	0	1	crates/nvim/src/fileio/convert.rs
2	.next_char	1	1	crates/nvim/src/winlayer.rs
2	.open_iconv	0	2	
2	.pack_dense	0	1	crates/nvim/src/shada/write.rs
2	.pack_freeing	0	0	
2	.push_scratch	0	1	crates/nvim/src/cjson/lua_cjson/decode.rs
2	.pushlstring	0	1	crates/nvim/src/lua/converter/push.rs
2	.relink_to	0	1	crates/nvim/src/mapping/table.rs
2	.rep_items	1	1	crates/nvim/src/spellsuggest/walk/rep.rs
2	.select	0	1	crates/nvim/src/file_search/visited.rs
2	.set_len	0	0	
2	.tail	0	2	
2	.to_owned_string	1	1	crates/nvim/src/option/value.rs
2	.write_raw	0	1	crates/nvim/src/eval/fs/write.rs
2	Al::new	0	68	
2	BlobRef::retained	0	1	crates/nvim/src/eval/typval/blob.rs
2	Cc::new	0	68	
2	CfgKeys::new	0	68	
2	Cp::new	0	68	
2	Cursor::at	0	1	crates/nvim/src/mapping/table.rs
2	Dbg::new	0	68	
2	Df::from_raw	0	1	crates/nvim/src/diff/update.rs
2	Ev::new	0	68	
2	Item::new	0	68	
2	KeyModes::read	0	5	
2	Li::new	0	68	
2	LuaRefArg::new	1	1	crates/nvim/src/lua/api_wrappers/mod.rs
2	Matches::with_capacity	1	1	crates/nvim/src/optionstr/expand.rs
2	Owned::from_raw	0	1	crates/nvim/src/allocator.rs
2	Parser::of	0	1	crates/nvim/src/vterm/parser.rs
2	Self::buf	0	1	crates/nvim/src/eval/encode/msgpack.rs
2	SignRef::new	0	1	crates/nvim/src/sign/store.rs
2	Some	0	0	
2	Sug::new	0	68	
2	Vec::from_raw_parts	0	0	
2	Virt::chain	0	1	crates/nvim/src/decoration/handles.rs
2	Wop::new	0	68	
2	XString::from_cstr	0	0	
2	add_b0_fenc	0	1	crates/nvim/src/memline/block0.rs
2	add_banned	0	1	crates/nvim/src/spellsuggest/collect.rs
2	add_pack_plugins	0	1	crates/nvim/src/runtime/pack.rs
2	add_per_affix	0	1	crates/nvim/src/spellfile/wordtree.rs
2	add_search_pattern	0	1	crates/nvim/src/shada/collect.rs
2	add_timer_info	0	1	crates/nvim/src/eval/timer.rs
2	add_tv	0	1	crates/nvim/src/quickfix/getprops.rs
2	adjust_cursor	0	1	crates/nvim/src/normal/motion.rs
2	adopt_names	0	1	crates/nvim/src/buffer/name.rs
2	alist_add	0	1	crates/nvim/src/arglist/mod.rs
2	alist_clear	0	1	crates/nvim/src/arglist/mod.rs
2	allcap_copy	0	1	crates/nvim/src/spell/chartab.rs
2	alloc_buffer	0	1	crates/nvim/src/vterm/screen/mod.rs
2	alloc_run	0	1	crates/nvim/src/optionstr/chars.rs
2	api_object_to_bool	0	1	crates/nvim/src/api/private/helpers/value.rs
2	append_arg_number	0	1	crates/nvim/src/buffer/info.rs
2	append_mark	0	1	crates/nvim/src/eval/funcs/marks.rs
2	arena_alloc_block	0	1	crates/nvim/src/memory/arena.rs
2	arena_allocz	0	1	crates/nvim/src/memory/arena.rs
2	arena_dup	0	1	crates/nvim/src/tui/quirks.rs
2	arena_strdup	0	1	crates/nvim/src/memory/arena.rs
2	arg_event_skip	0	1	crates/nvim/src/autocmd/define.rs
2	arglist_as_rettv	0	1	crates/nvim/src/arglist/eval.rs
2	ask_yesno	0	1	crates/nvim/src/input.rs
2	asked_for	0	1	crates/nvim/src/quickfix/getprops.rs
2	assert_append_cmd_or_arg	0	1	crates/nvim/src/testing/mod.rs
2	attach_socket	0	1	crates/nvim/src/channel/open.rs
2	au_show_for_event	0	1	crates/nvim/src/autocmd/listing.rs
2	aucmd_handler_to_string	0	1	crates/nvim/src/autocmd/define.rs
2	aucmd_next	0	1	crates/nvim/src/autocmd/walk.rs
2	augroup_add	0	1	crates/nvim/src/autocmd/groups.rs
2	autocmd_register	0	1	crates/nvim/src/autocmd/define.rs
2	autoload_name	0	1	crates/nvim/src/runtime/script.rs
2	b0_read_number	0	0	
2	backslash_halve	0	1	crates/nvim/src/charset/mod.rs
2	backslash_halve_save	0	1	crates/nvim/src/charset/mod.rs
2	backslashes_before	0	1	crates/nvim/src/option/expand.rs
2	blob_set_range	0	1	crates/nvim/src/eval/typval/blob.rs
2	blob_unref	0	1	crates/nvim/src/eval/typval/blob.rs
2	block_def2str	1	1	crates/nvim/src/eval/funcs/region.rs
2	briopt_check	0	1	crates/nvim/src/indent/breakindent.rs
2	buckets	1	1	crates/nvim/src/map/table.rs
2	buf_get_backup_name	0	1	crates/nvim/src/bufwrite/backup.rs
2	buf_reload	1	1	crates/nvim/src/fileio/timestamp.rs
2	buf_set_name	0	1	crates/nvim/src/buffer/name.rs
2	buffer_del_line	0	1	crates/nvim/src/api/deprecated/lines.rs
2	buffer_for_fname	0	1	crates/nvim/src/shada/read.rs
2	buffer_get_line	1	1	crates/nvim/src/api/deprecated/lines.rs
2	buffer_set_line	0	1	crates/nvim/src/api/deprecated/lines.rs
2	buflist_name_nr	0	1	crates/nvim/src/buffer/name.rs
2	build_statuscol_str	0	1	crates/nvim/src/statusline/mod.rs
2	build_stl_str_hl	0	1	crates/nvim/src/statusline/stl/mod.rs
2	byte_in_str	0	1	crates/nvim/src/spell/chartab.rs
2	cache_lua_answer	1	1	crates/nvim/src/cmdexpand/generate.rs
2	call_function_with	0	1	crates/nvim/src/api/vimscript/eval.rs
2	call_user_expand_func	0	1	crates/nvim/src/cmdexpand/userfunc.rs
2	call_user_func_check	0	1	crates/nvim/src/eval/userfunc/call.rs
2	callable_name	0	1	crates/nvim/src/eval/expr/compare.rs
2	callback_put	0	1	crates/nvim/src/eval/typval/watcher.rs
2	cells_mut	0	1	crates/nvim/src/vterm/screen/mod.rs
2	channel_destroy_early	0	1	crates/nvim/src/channel/mod.rs
2	channel_from_stdio	0	1	crates/nvim/src/channel/open.rs
2	channel_info_changed	0	1	crates/nvim/src/channel/info.rs
2	channel_instream	0	1	crates/nvim/src/channel/mod.rs
2	channel_pty	0	1	crates/nvim/src/channel/mod.rs
2	channel_reader_callbacks	0	1	crates/nvim/src/channel/reader.rs
2	channel_write	0	1	crates/nvim/src/msgpack_rpc/channel/mod.rs
2	char_and_len	0	1	crates/nvim/src/mbyte/walk.rs
2	char_idx2byte	0	1	crates/nvim/src/eval/expr/index.rs
2	check_abbr	0	1	crates/nvim/src/mapping/abbrev.rs
2	check_cur_search_hl	0	1	crates/nvim/src/match/searchhl.rs
2	check_dict_seen	0	1	crates/nvim/src/eval/typval_encode/walk.rs
2	check_help_lang	0	1	crates/nvim/src/help/mod.rs
2	check_regexp_delim	1	1	crates/nvim/src/ex_cmds/subst/parse.rs
2	check_self_reference	0	1	crates/nvim/src/eval/typval_encode/walk.rs
2	check_user_func_argcount	0	1	crates/nvim/src/eval/userfunc/args.rs
2	check_vars	0	1	crates/nvim/src/eval/vars/lookup.rs
2	clear_autocmd	0	1	crates/nvim/src/api/autocmd/create.rs
2	clear_diffin	0	1	crates/nvim/src/diff/update.rs
2	clear_float_config	0	1	crates/nvim/src/window/config.rs
2	clear_keywtab	0	1	crates/nvim/src/syntax/keyword.rs
2	clear_loop_lines	0	1	crates/nvim/src/ex_docmd/cmdline.rs
